userID,itemID,rating,itemName,category,userName,occupation
375,27,3,Chocolate Chip Cookie,Bakery,Melissa Alvarez,engineer
375,19,2,Big Mac,Non Veg,Melissa Alvarez,engineer
375,1,4,Veggie Egg White Burger,EggFood,Melissa Alvarez,engineer
375,1,3,Veggie Egg White Burger,EggFood,Melissa Alvarez,engineer
652,39,2,Buffalo Mac & Cheese,Non Veg,Nicole Barber,professor
652,27,4,Chocolate Chip Cookie,Bakery,Nicole Barber,professor
652,40,2,Chips & Salsa,Veg,Nicole Barber,professor
652,40,2,Chips & Salsa,Veg,Nicole Barber,professor
1066,39,4,Buffalo Mac & Cheese,Non Veg,Barbara Martinez,architecturer
1066,40,4,Chips & Salsa,Veg,Barbara Martinez,architecturer
1233,39,4,Buffalo Mac & Cheese,Non Veg,Megan Lamb,scientist
1233,25,4,Fruit Punch Slushie,Drinks,Megan Lamb,scientist
1233,30,2,Filet-O-Fish,SeaFood,Megan Lamb,scientist
1233,30,2,Filet-O-Fish,SeaFood,Megan Lamb,scientist
1233,20,2,French Fries,Veg,Megan Lamb,scientist
704,39,1,Buffalo Mac & Cheese,Non Veg,Jacob Ashley,doctor
704,47,4,Veggie Pasta,Veg,Jacob Ashley,doctor
704,3,2,Bacon egg & cheese burger,Non Veg,Jacob Ashley,doctor
704,42,2,Chicken Salad,Non Veg,Jacob Ashley,doctor
704,42,1,Chicken Salad,Non Veg,Jacob Ashley,doctor
704,34,3,Crab Linguini Alfredo,SeaFood,Jacob Ashley,doctor
704,14,1,Latte,Drinks,Jacob Ashley,doctor
704,23,3,Veggie Burger,Veg,Jacob Ashley,doctor
704,5,4,Ham egg & cheese burger,Non Veg,Jacob Ashley,doctor
704,40,3,Chips & Salsa,Veg,Jacob Ashley,doctor
704,11,2,Hot Tea,Drinks,Jacob Ashley,doctor
1542,39,4,Buffalo Mac & Cheese,Non Veg,Elizabeth Walker,professor
1542,4,1,Turkey Sausage Burger,Non Veg,Elizabeth Walker,professor
1542,46,3,Avacado Toast,Veg,Elizabeth Walker,professor
1542,40,4,Chips & Salsa,Veg,Elizabeth Walker,professor
1542,31,2,McChicken,Non Veg,Elizabeth Walker,professor
1542,29,3,Chicken McNuggets,Non Veg,Elizabeth Walker,professor
1542,29,2,Chicken McNuggets,Non Veg,Elizabeth Walker,professor
1012,39,1,Buffalo Mac & Cheese,Non Veg,Matthew Nelson,professor
1012,34,3,Crab Linguini Alfredo,SeaFood,Matthew Nelson,professor
1012,14,3,Latte,Drinks,Matthew Nelson,professor
1012,21,4,HashBrowns,Veg,Matthew Nelson,professor
493,39,3,Buffalo Mac & Cheese,Non Veg,Jason Beltran,scientist
493,27,1,Chocolate Chip Cookie,Bakery,Jason Beltran,scientist
493,30,3,Filet-O-Fish,SeaFood,Jason Beltran,scientist
493,10,4,Cappuccino,Drinks,Jason Beltran,scientist
74,39,3,Buffalo Mac & Cheese,Non Veg,Michael Barnett,doctor
74,17,1,Muffin,Bakery,Michael Barnett,doctor
74,17,2,Muffin,Bakery,Michael Barnett,doctor
74,20,2,French Fries,Veg,Michael Barnett,doctor
74,45,2,Avacado Bacon Burger,Non Veg,Michael Barnett,doctor
74,41,3,Ultimate Nachos,Veg,Michael Barnett,doctor
74,36,2,Farm Raised Catfish,SeaFood,Michael Barnett,doctor
74,35,1,Fish & Chips,SeaFood,Michael Barnett,doctor
74,26,1,Blue Raspeberry Slushie,Drinks,Michael Barnett,doctor
1623,39,2,Buffalo Mac & Cheese,Non Veg,Grace Dorsey,scientist
1623,23,3,Veggie Burger,Veg,Grace Dorsey,scientist
1623,33,4,Lobster package,SeaFood,Grace Dorsey,scientist
1623,45,3,Avacado Bacon Burger,Non Veg,Grace Dorsey,scientist
1623,45,2,Avacado Bacon Burger,Non Veg,Grace Dorsey,scientist
1623,31,2,McChicken,Non Veg,Grace Dorsey,scientist
450,39,2,Buffalo Mac & Cheese,Non Veg,Christopher Walker,student
450,48,4,Cheesecake,Bakery,Christopher Walker,student
450,5,3,Ham egg & cheese burger,Non Veg,Christopher Walker,student
1675,39,3,Buffalo Mac & Cheese,Non Veg,Mark Nichols,engineer
1675,25,4,Fruit Punch Slushie,Drinks,Mark Nichols,engineer
1675,44,1,All American Cheeseburger,Non Veg,Mark Nichols,engineer
1675,33,2,Lobster package,SeaFood,Mark Nichols,engineer
1675,45,4,Avacado Bacon Burger,Non Veg,Mark Nichols,engineer
1675,35,4,Fish & Chips,SeaFood,Mark Nichols,engineer
141,39,3,Buffalo Mac & Cheese,Non Veg,Franklin Hughes,educator
141,33,3,Lobster package,SeaFood,Franklin Hughes,educator
852,39,4,Buffalo Mac & Cheese,Non Veg,Sharon Lewis,professor
852,34,4,Crab Linguini Alfredo,SeaFood,Sharon Lewis,professor
852,32,4,Seaside Shrimp Trio,SeaFood,Sharon Lewis,professor
197,39,4,Buffalo Mac & Cheese,Non Veg,Joanna Woods,musician
197,19,3,Big Mac,Non Veg,Joanna Woods,musician
197,2,2,Sausage egg & cheese burger,Non Veg,Joanna Woods,musician
197,23,3,Veggie Burger,Veg,Joanna Woods,musician
197,45,3,Avacado Bacon Burger,Non Veg,Joanna Woods,musician
197,8,1,Cold Coffee,Drinks,Joanna Woods,musician
88,39,2,Buffalo Mac & Cheese,Non Veg,Richard Armstrong,dancer
88,27,3,Chocolate Chip Cookie,Bakery,Richard Armstrong,dancer
88,17,4,Muffin,Bakery,Richard Armstrong,dancer
88,7,2,Hot Coffee,Drinks,Richard Armstrong,dancer
88,36,3,Farm Raised Catfish,SeaFood,Richard Armstrong,dancer
1425,39,3,Buffalo Mac & Cheese,Non Veg,Sergio Wilson,engineer
1425,2,3,Sausage egg & cheese burger,Non Veg,Sergio Wilson,engineer
1425,10,1,Cappuccino,Drinks,Sergio Wilson,engineer
1425,4,2,Turkey Sausage Burger,Non Veg,Sergio Wilson,engineer
1425,46,2,Avacado Toast,Veg,Sergio Wilson,engineer
1425,8,3,Cold Coffee,Drinks,Sergio Wilson,engineer
1225,39,4,Buffalo Mac & Cheese,Non Veg,Christopher Hutchinson,engineer
1225,23,3,Veggie Burger,Veg,Christopher Hutchinson,engineer
362,39,3,Buffalo Mac & Cheese,Non Veg,Mary Foley,professor
362,10,3,Cappuccino,Drinks,Mary Foley,professor
362,28,4,Baked Apple Pie,Drinks,Mary Foley,professor
362,12,3,Iced Tea,Drinks,Mary Foley,professor
362,49,2,Grilled Chicken Pizza,Non Veg,Mary Foley,professor
362,32,1,Seaside Shrimp Trio,SeaFood,Mary Foley,professor
362,40,2,Chips & Salsa,Veg,Mary Foley,professor
1951,39,4,Buffalo Mac & Cheese,Non Veg,Kelsey Collins,educator
1951,42,1,Chicken Salad,Non Veg,Kelsey Collins,educator
1951,20,3,French Fries,Veg,Kelsey Collins,educator
1951,46,4,Avacado Toast,Veg,Kelsey Collins,educator
1951,15,4,Macchiato,Drinks,Kelsey Collins,educator
1951,41,4,Ultimate Nachos,Veg,Kelsey Collins,educator
1951,13,2,Americano,Drinks,Kelsey Collins,educator
1951,18,4,Bagel with cream cheese,Bakery,Kelsey Collins,educator
922,39,3,Buffalo Mac & Cheese,Non Veg,Dominique Hudson,professor
922,16,1,Frozen Chocolate,Drinks,Dominique Hudson,professor
922,42,2,Chicken Salad,Non Veg,Dominique Hudson,professor
922,2,4,Sausage egg & cheese burger,Non Veg,Dominique Hudson,professor
922,43,4,Veg Salad,Veg,Dominique Hudson,professor
922,44,4,All American Cheeseburger,Non Veg,Dominique Hudson,professor
943,39,4,Buffalo Mac & Cheese,Non Veg,Kenneth Wright,scientist
943,19,4,Big Mac,Non Veg,Kenneth Wright,scientist
943,17,4,Muffin,Bakery,Kenneth Wright,scientist
943,33,1,Lobster package,SeaFood,Kenneth Wright,scientist
943,35,4,Fish & Chips,SeaFood,Kenneth Wright,scientist
1676,39,1,Buffalo Mac & Cheese,Non Veg,Laura Hall,architecturer
1676,30,3,Filet-O-Fish,SeaFood,Laura Hall,architecturer
1676,46,1,Avacado Toast,Veg,Laura Hall,architecturer
1676,36,4,Farm Raised Catfish,SeaFood,Laura Hall,architecturer
1676,18,3,Bagel with cream cheese,Bakery,Laura Hall,architecturer
1676,35,3,Fish & Chips,SeaFood,Laura Hall,architecturer
1676,11,4,Hot Tea,Drinks,Laura Hall,architecturer
1676,11,1,Hot Tea,Drinks,Laura Hall,architecturer
1945,39,4,Buffalo Mac & Cheese,Non Veg,Lori Salazar,engineer
1945,25,2,Fruit Punch Slushie,Drinks,Lori Salazar,engineer
1945,16,1,Frozen Chocolate,Drinks,Lori Salazar,engineer
1945,27,3,Chocolate Chip Cookie,Bakery,Lori Salazar,engineer
1945,17,2,Muffin,Bakery,Lori Salazar,engineer
1945,47,1,Veggie Pasta,Veg,Lori Salazar,engineer
1945,10,3,Cappuccino,Drinks,Lori Salazar,engineer
1945,18,3,Bagel with cream cheese,Bakery,Lori Salazar,engineer
1945,26,1,Blue Raspeberry Slushie,Drinks,Lori Salazar,engineer
549,39,2,Buffalo Mac & Cheese,Non Veg,Samantha Morse,sportsperson
549,7,4,Hot Coffee,Drinks,Samantha Morse,sportsperson
549,8,4,Cold Coffee,Drinks,Samantha Morse,sportsperson
258,39,2,Buffalo Mac & Cheese,Non Veg,Steven Calderon,dancer
258,19,4,Big Mac,Non Veg,Steven Calderon,dancer
258,14,1,Latte,Drinks,Steven Calderon,dancer
258,43,4,Veg Salad,Veg,Steven Calderon,dancer
258,37,1,Potato Wedges,Veg,Steven Calderon,dancer
258,24,1,Veg Pizza,Veg,Steven Calderon,dancer
258,44,1,All American Cheeseburger,Non Veg,Steven Calderon,dancer
258,36,2,Farm Raised Catfish,SeaFood,Steven Calderon,dancer
258,31,4,McChicken,Non Veg,Steven Calderon,dancer
258,26,3,Blue Raspeberry Slushie,Drinks,Steven Calderon,dancer
544,39,1,Buffalo Mac & Cheese,Non Veg,Taylor Torres,doctor
544,16,1,Frozen Chocolate,Drinks,Taylor Torres,doctor
544,23,1,Veggie Burger,Veg,Taylor Torres,doctor
544,7,1,Hot Coffee,Drinks,Taylor Torres,doctor
544,18,1,Bagel with cream cheese,Bakery,Taylor Torres,doctor
544,26,4,Blue Raspeberry Slushie,Drinks,Taylor Torres,doctor
544,11,4,Hot Tea,Drinks,Taylor Torres,doctor
1240,39,2,Buffalo Mac & Cheese,Non Veg,Michael Gentry,student
1240,47,1,Veggie Pasta,Veg,Michael Gentry,student
1240,37,3,Potato Wedges,Veg,Michael Gentry,student
1240,4,2,Turkey Sausage Burger,Non Veg,Michael Gentry,student
1240,29,4,Chicken McNuggets,Non Veg,Michael Gentry,student
1176,39,2,Buffalo Mac & Cheese,Non Veg,Thomas Rodriguez,architecturer
1176,4,3,Turkey Sausage Burger,Non Veg,Thomas Rodriguez,architecturer
1176,40,2,Chips & Salsa,Veg,Thomas Rodriguez,architecturer
1176,11,2,Hot Tea,Drinks,Thomas Rodriguez,architecturer
1469,39,2,Buffalo Mac & Cheese,Non Veg,Scott Watkins,sportsperson
1469,14,3,Latte,Drinks,Scott Watkins,sportsperson
1469,46,2,Avacado Toast,Veg,Scott Watkins,sportsperson
1469,45,3,Avacado Bacon Burger,Non Veg,Scott Watkins,sportsperson
1469,26,4,Blue Raspeberry Slushie,Drinks,Scott Watkins,sportsperson
1391,39,4,Buffalo Mac & Cheese,Non Veg,Gary Adams,educator
1391,30,3,Filet-O-Fish,SeaFood,Gary Adams,educator
1391,10,2,Cappuccino,Drinks,Gary Adams,educator
1391,12,2,Iced Tea,Drinks,Gary Adams,educator
1391,15,3,Macchiato,Drinks,Gary Adams,educator
317,39,3,Buffalo Mac & Cheese,Non Veg,Collin Sanders,musician
317,38,2,Street Tacos,Non Veg,Collin Sanders,musician
317,12,3,Iced Tea,Drinks,Collin Sanders,musician
317,24,2,Veg Pizza,Veg,Collin Sanders,musician
317,24,4,Veg Pizza,Veg,Collin Sanders,musician
317,41,2,Ultimate Nachos,Veg,Collin Sanders,musician
317,36,3,Farm Raised Catfish,SeaFood,Collin Sanders,musician
317,1,2,Veggie Egg White Burger,EggFood,Collin Sanders,musician
1265,39,2,Buffalo Mac & Cheese,Non Veg,Dalton Ross,engineer
1265,34,2,Crab Linguini Alfredo,SeaFood,Dalton Ross,engineer
1265,21,4,HashBrowns,Veg,Dalton Ross,engineer
1265,43,4,Veg Salad,Veg,Dalton Ross,engineer
1265,4,2,Turkey Sausage Burger,Non Veg,Dalton Ross,engineer
1265,26,4,Blue Raspeberry Slushie,Drinks,Dalton Ross,engineer
561,39,3,Buffalo Mac & Cheese,Non Veg,Roy Hoover,educator
561,45,3,Avacado Bacon Burger,Non Veg,Roy Hoover,educator
561,18,3,Bagel with cream cheese,Bakery,Roy Hoover,educator
561,26,2,Blue Raspeberry Slushie,Drinks,Roy Hoover,educator
561,26,3,Blue Raspeberry Slushie,Drinks,Roy Hoover,educator
1157,39,1,Buffalo Mac & Cheese,Non Veg,David Cooper,musician
1157,47,2,Veggie Pasta,Veg,David Cooper,musician
1157,34,1,Crab Linguini Alfredo,SeaFood,David Cooper,musician
1157,38,3,Street Tacos,Non Veg,David Cooper,musician
1157,43,4,Veg Salad,Veg,David Cooper,musician
1157,4,4,Turkey Sausage Burger,Non Veg,David Cooper,musician
228,39,2,Buffalo Mac & Cheese,Non Veg,Matthew Perez,dancer
228,21,4,HashBrowns,Veg,Matthew Perez,dancer
228,49,2,Grilled Chicken Pizza,Non Veg,Matthew Perez,dancer
228,36,3,Farm Raised Catfish,SeaFood,Matthew Perez,dancer
733,39,1,Buffalo Mac & Cheese,Non Veg,Debra Lopez,scientist
733,9,4,Hot Chocolate,Drinks,Debra Lopez,scientist
733,38,4,Street Tacos,Non Veg,Debra Lopez,scientist
769,39,4,Buffalo Mac & Cheese,Non Veg,Amanda Burton,sportsperson
769,48,4,Cheesecake,Bakery,Amanda Burton,sportsperson
769,28,4,Baked Apple Pie,Drinks,Amanda Burton,sportsperson
769,28,4,Baked Apple Pie,Drinks,Amanda Burton,sportsperson
769,24,2,Veg Pizza,Veg,Amanda Burton,sportsperson
769,15,3,Macchiato,Drinks,Amanda Burton,sportsperson
769,5,1,Ham egg & cheese burger,Non Veg,Amanda Burton,sportsperson
769,40,4,Chips & Salsa,Veg,Amanda Burton,sportsperson
1930,39,1,Buffalo Mac & Cheese,Non Veg,Matthew Reynolds,student
1930,48,1,Cheesecake,Bakery,Matthew Reynolds,student
1930,23,4,Veggie Burger,Veg,Matthew Reynolds,student
1930,20,3,French Fries,Veg,Matthew Reynolds,student
1219,39,4,Buffalo Mac & Cheese,Non Veg,Ricky Richardson,sportsperson
1219,38,1,Street Tacos,Non Veg,Ricky Richardson,sportsperson
1219,30,4,Filet-O-Fish,SeaFood,Ricky Richardson,sportsperson
1219,23,2,Veggie Burger,Veg,Ricky Richardson,sportsperson
1219,23,3,Veggie Burger,Veg,Ricky Richardson,sportsperson
229,39,2,Buffalo Mac & Cheese,Non Veg,Cassie Miller,sportsperson
229,49,3,Grilled Chicken Pizza,Non Veg,Cassie Miller,sportsperson
229,31,1,McChicken,Non Veg,Cassie Miller,sportsperson
857,39,1,Buffalo Mac & Cheese,Non Veg,Joshua Dennis,musician
857,19,4,Big Mac,Non Veg,Joshua Dennis,musician
857,4,1,Turkey Sausage Burger,Non Veg,Joshua Dennis,musician
857,32,1,Seaside Shrimp Trio,SeaFood,Joshua Dennis,musician
857,15,2,Macchiato,Drinks,Joshua Dennis,musician
857,15,4,Macchiato,Drinks,Joshua Dennis,musician
1165,39,1,Buffalo Mac & Cheese,Non Veg,Donna Peters,engineer
1165,19,3,Big Mac,Non Veg,Donna Peters,engineer
1165,35,4,Fish & Chips,SeaFood,Donna Peters,engineer
585,39,1,Buffalo Mac & Cheese,Non Veg,Diane Little,engineer
585,10,4,Cappuccino,Drinks,Diane Little,engineer
585,45,3,Avacado Bacon Burger,Non Veg,Diane Little,engineer
585,8,3,Cold Coffee,Drinks,Diane Little,engineer
585,18,3,Bagel with cream cheese,Bakery,Diane Little,engineer
585,1,3,Veggie Egg White Burger,EggFood,Diane Little,engineer
585,11,3,Hot Tea,Drinks,Diane Little,engineer
365,39,2,Buffalo Mac & Cheese,Non Veg,Amanda Garcia,engineer
365,9,2,Hot Chocolate,Drinks,Amanda Garcia,engineer
365,37,1,Potato Wedges,Veg,Amanda Garcia,engineer
365,45,2,Avacado Bacon Burger,Non Veg,Amanda Garcia,engineer
365,41,2,Ultimate Nachos,Veg,Amanda Garcia,engineer
365,13,2,Americano,Drinks,Amanda Garcia,engineer
1058,39,4,Buffalo Mac & Cheese,Non Veg,Sergio Wallace,dancer
1058,12,4,Iced Tea,Drinks,Sergio Wallace,dancer
1058,44,1,All American Cheeseburger,Non Veg,Sergio Wallace,dancer
1058,15,2,Macchiato,Drinks,Sergio Wallace,dancer
1609,39,2,Buffalo Mac & Cheese,Non Veg,Yolanda Jones,sportsperson
1609,9,1,Hot Chocolate,Drinks,Yolanda Jones,sportsperson
1609,3,4,Bacon egg & cheese burger,Non Veg,Yolanda Jones,sportsperson
1609,21,4,HashBrowns,Veg,Yolanda Jones,sportsperson
1609,20,1,French Fries,Veg,Yolanda Jones,sportsperson
1609,45,1,Avacado Bacon Burger,Non Veg,Yolanda Jones,sportsperson
1609,18,1,Bagel with cream cheese,Bakery,Yolanda Jones,sportsperson
1008,39,4,Buffalo Mac & Cheese,Non Veg,Daniel Lindsey,dancer
1008,3,4,Bacon egg & cheese burger,Non Veg,Daniel Lindsey,dancer
1008,21,3,HashBrowns,Veg,Daniel Lindsey,dancer
1008,20,2,French Fries,Veg,Daniel Lindsey,dancer
1008,49,3,Grilled Chicken Pizza,Non Veg,Daniel Lindsey,dancer
1008,13,1,Americano,Drinks,Daniel Lindsey,dancer
1008,31,4,McChicken,Non Veg,Daniel Lindsey,dancer
1008,18,2,Bagel with cream cheese,Bakery,Daniel Lindsey,dancer
1008,11,3,Hot Tea,Drinks,Daniel Lindsey,dancer
503,39,3,Buffalo Mac & Cheese,Non Veg,Sheryl Garza,scientist
503,42,3,Chicken Salad,Non Veg,Sheryl Garza,scientist
503,2,4,Sausage egg & cheese burger,Non Veg,Sheryl Garza,scientist
503,20,1,French Fries,Veg,Sheryl Garza,scientist
503,5,3,Ham egg & cheese burger,Non Veg,Sheryl Garza,scientist
503,35,1,Fish & Chips,SeaFood,Sheryl Garza,scientist
503,35,4,Fish & Chips,SeaFood,Sheryl Garza,scientist
1098,39,1,Buffalo Mac & Cheese,Non Veg,Grace Hendricks,dancer
1098,15,3,Macchiato,Drinks,Grace Hendricks,dancer
1098,35,3,Fish & Chips,SeaFood,Grace Hendricks,dancer
924,39,1,Buffalo Mac & Cheese,Non Veg,Tasha Santiago,doctor
924,42,4,Chicken Salad,Non Veg,Tasha Santiago,doctor
924,49,4,Grilled Chicken Pizza,Non Veg,Tasha Santiago,doctor
924,46,3,Avacado Toast,Veg,Tasha Santiago,doctor
924,15,3,Macchiato,Drinks,Tasha Santiago,doctor
924,5,4,Ham egg & cheese burger,Non Veg,Tasha Santiago,doctor
924,45,4,Avacado Bacon Burger,Non Veg,Tasha Santiago,doctor
924,26,4,Blue Raspeberry Slushie,Drinks,Tasha Santiago,doctor
1155,39,3,Buffalo Mac & Cheese,Non Veg,Rickey Cortez,engineer
1155,33,2,Lobster package,SeaFood,Rickey Cortez,engineer
1155,45,3,Avacado Bacon Burger,Non Veg,Rickey Cortez,engineer
1155,45,1,Avacado Bacon Burger,Non Veg,Rickey Cortez,engineer
1155,40,4,Chips & Salsa,Veg,Rickey Cortez,engineer
1155,13,2,Americano,Drinks,Rickey Cortez,engineer
1155,36,4,Farm Raised Catfish,SeaFood,Rickey Cortez,engineer
1669,39,4,Buffalo Mac & Cheese,Non Veg,Bill Silva,sportsperson
1669,21,2,HashBrowns,Veg,Bill Silva,sportsperson
1669,28,3,Baked Apple Pie,Drinks,Bill Silva,sportsperson
1669,15,4,Macchiato,Drinks,Bill Silva,sportsperson
1669,40,2,Chips & Salsa,Veg,Bill Silva,sportsperson
1669,29,4,Chicken McNuggets,Non Veg,Bill Silva,sportsperson
203,39,3,Buffalo Mac & Cheese,Non Veg,Vernon Watson,scientist
203,25,4,Fruit Punch Slushie,Drinks,Vernon Watson,scientist
203,19,3,Big Mac,Non Veg,Vernon Watson,scientist
203,3,2,Bacon egg & cheese burger,Non Veg,Vernon Watson,scientist
203,48,3,Cheesecake,Bakery,Vernon Watson,scientist
203,2,4,Sausage egg & cheese burger,Non Veg,Vernon Watson,scientist
203,29,2,Chicken McNuggets,Non Veg,Vernon Watson,scientist
1851,39,4,Buffalo Mac & Cheese,Non Veg,John Moore,educator
1851,21,1,HashBrowns,Veg,John Moore,educator
1851,48,2,Cheesecake,Bakery,John Moore,educator
1851,15,3,Macchiato,Drinks,John Moore,educator
1851,5,3,Ham egg & cheese burger,Non Veg,John Moore,educator
1851,13,2,Americano,Drinks,John Moore,educator
954,39,3,Buffalo Mac & Cheese,Non Veg,Aaron Weaver,doctor
954,23,4,Veggie Burger,Veg,Aaron Weaver,doctor
954,46,1,Avacado Toast,Veg,Aaron Weaver,doctor
954,5,1,Ham egg & cheese burger,Non Veg,Aaron Weaver,doctor
954,18,4,Bagel with cream cheese,Bakery,Aaron Weaver,doctor
1824,39,3,Buffalo Mac & Cheese,Non Veg,Mark Williams,doctor
1824,3,4,Bacon egg & cheese burger,Non Veg,Mark Williams,doctor
1824,43,4,Veg Salad,Veg,Mark Williams,doctor
1824,37,2,Potato Wedges,Veg,Mark Williams,doctor
1824,1,3,Veggie Egg White Burger,EggFood,Mark Williams,doctor
637,39,2,Buffalo Mac & Cheese,Non Veg,Timothy Perry,musician
637,39,2,Buffalo Mac & Cheese,Non Veg,Timothy Perry,musician
637,16,1,Frozen Chocolate,Drinks,Timothy Perry,musician
637,41,3,Ultimate Nachos,Veg,Timothy Perry,musician
1731,39,2,Buffalo Mac & Cheese,Non Veg,Bradley Sellers,educator
1731,43,1,Veg Salad,Veg,Bradley Sellers,educator
1731,28,4,Baked Apple Pie,Drinks,Bradley Sellers,educator
1124,39,2,Buffalo Mac & Cheese,Non Veg,Jacob Hopkins,doctor
1124,9,3,Hot Chocolate,Drinks,Jacob Hopkins,doctor
1124,14,4,Latte,Drinks,Jacob Hopkins,doctor
1124,28,4,Baked Apple Pie,Drinks,Jacob Hopkins,doctor
1124,44,2,All American Cheeseburger,Non Veg,Jacob Hopkins,doctor
1124,29,3,Chicken McNuggets,Non Veg,Jacob Hopkins,doctor
1153,39,2,Buffalo Mac & Cheese,Non Veg,Traci Williams,scientist
1153,39,3,Buffalo Mac & Cheese,Non Veg,Traci Williams,scientist
1153,4,3,Turkey Sausage Burger,Non Veg,Traci Williams,scientist
1153,20,1,French Fries,Veg,Traci Williams,scientist
1153,29,1,Chicken McNuggets,Non Veg,Traci Williams,scientist
770,39,2,Buffalo Mac & Cheese,Non Veg,Christina Johns,student
770,25,2,Fruit Punch Slushie,Drinks,Christina Johns,student
770,16,3,Frozen Chocolate,Drinks,Christina Johns,student
770,30,4,Filet-O-Fish,SeaFood,Christina Johns,student
770,43,1,Veg Salad,Veg,Christina Johns,student
770,23,4,Veggie Burger,Veg,Christina Johns,student
770,15,1,Macchiato,Drinks,Christina Johns,student
1166,39,4,Buffalo Mac & Cheese,Non Veg,Sandra Torres,architecturer
1166,3,4,Bacon egg & cheese burger,Non Veg,Sandra Torres,architecturer
1166,21,4,HashBrowns,Veg,Sandra Torres,architecturer
1166,26,1,Blue Raspeberry Slushie,Drinks,Sandra Torres,architecturer
1458,39,1,Buffalo Mac & Cheese,Non Veg,Michael Smith,dancer
1458,14,2,Latte,Drinks,Michael Smith,dancer
1458,2,1,Sausage egg & cheese burger,Non Veg,Michael Smith,dancer
1458,43,2,Veg Salad,Veg,Michael Smith,dancer
1458,36,2,Farm Raised Catfish,SeaFood,Michael Smith,dancer
1458,1,1,Veggie Egg White Burger,EggFood,Michael Smith,dancer
1154,39,4,Buffalo Mac & Cheese,Non Veg,Gregory Daniels,doctor
1154,27,1,Chocolate Chip Cookie,Bakery,Gregory Daniels,doctor
1154,28,3,Baked Apple Pie,Drinks,Gregory Daniels,doctor
1154,41,1,Ultimate Nachos,Veg,Gregory Daniels,doctor
1154,8,3,Cold Coffee,Drinks,Gregory Daniels,doctor
425,39,1,Buffalo Mac & Cheese,Non Veg,Mary Dixon,engineer
425,38,4,Street Tacos,Non Veg,Mary Dixon,engineer
425,43,1,Veg Salad,Veg,Mary Dixon,engineer
425,40,4,Chips & Salsa,Veg,Mary Dixon,engineer
425,26,2,Blue Raspeberry Slushie,Drinks,Mary Dixon,engineer
199,39,2,Buffalo Mac & Cheese,Non Veg,Cody Austin,sportsperson
199,40,2,Chips & Salsa,Veg,Cody Austin,sportsperson
199,8,4,Cold Coffee,Drinks,Cody Austin,sportsperson
199,31,1,McChicken,Non Veg,Cody Austin,sportsperson
199,11,2,Hot Tea,Drinks,Cody Austin,sportsperson
1520,39,3,Buffalo Mac & Cheese,Non Veg,Karen Small,student
1520,25,4,Fruit Punch Slushie,Drinks,Karen Small,student
1520,47,3,Veggie Pasta,Veg,Karen Small,student
1520,42,2,Chicken Salad,Non Veg,Karen Small,student
1520,43,1,Veg Salad,Veg,Karen Small,student
1520,44,2,All American Cheeseburger,Non Veg,Karen Small,student
1133,39,2,Buffalo Mac & Cheese,Non Veg,Jennifer Wilson,scientist
1133,38,3,Street Tacos,Non Veg,Jennifer Wilson,scientist
1133,30,4,Filet-O-Fish,SeaFood,Jennifer Wilson,scientist
1133,35,1,Fish & Chips,SeaFood,Jennifer Wilson,scientist
117,39,3,Buffalo Mac & Cheese,Non Veg,Julia Martinez,musician
117,16,3,Frozen Chocolate,Drinks,Julia Martinez,musician
117,19,4,Big Mac,Non Veg,Julia Martinez,musician
117,15,3,Macchiato,Drinks,Julia Martinez,musician
117,29,3,Chicken McNuggets,Non Veg,Julia Martinez,musician
67,39,1,Buffalo Mac & Cheese,Non Veg,Marisa Douglas,musician
67,16,4,Frozen Chocolate,Drinks,Marisa Douglas,musician
67,9,2,Hot Chocolate,Drinks,Marisa Douglas,musician
67,34,4,Crab Linguini Alfredo,SeaFood,Marisa Douglas,musician
67,44,3,All American Cheeseburger,Non Veg,Marisa Douglas,musician
67,18,1,Bagel with cream cheese,Bakery,Marisa Douglas,musician
1961,39,4,Buffalo Mac & Cheese,Non Veg,Richard Jackson,educator
1961,9,3,Hot Chocolate,Drinks,Richard Jackson,educator
1961,21,3,HashBrowns,Veg,Richard Jackson,educator
1961,2,1,Sausage egg & cheese burger,Non Veg,Richard Jackson,educator
1961,4,3,Turkey Sausage Burger,Non Veg,Richard Jackson,educator
1961,20,2,French Fries,Veg,Richard Jackson,educator
1961,5,4,Ham egg & cheese burger,Non Veg,Richard Jackson,educator
1426,39,2,Buffalo Mac & Cheese,Non Veg,Jeremy Mccann,architecturer
1426,9,4,Hot Chocolate,Drinks,Jeremy Mccann,architecturer
1426,28,2,Baked Apple Pie,Drinks,Jeremy Mccann,architecturer
1426,23,2,Veggie Burger,Veg,Jeremy Mccann,architecturer
1426,32,1,Seaside Shrimp Trio,SeaFood,Jeremy Mccann,architecturer
1874,39,1,Buffalo Mac & Cheese,Non Veg,Brian Guzman,doctor
1874,4,4,Turkey Sausage Burger,Non Veg,Brian Guzman,doctor
1874,49,2,Grilled Chicken Pizza,Non Veg,Brian Guzman,doctor
1874,41,3,Ultimate Nachos,Veg,Brian Guzman,doctor
1874,41,2,Ultimate Nachos,Veg,Brian Guzman,doctor
1874,13,4,Americano,Drinks,Brian Guzman,doctor
1874,18,1,Bagel with cream cheese,Bakery,Brian Guzman,doctor
1526,39,4,Buffalo Mac & Cheese,Non Veg,David Guzman,architecturer
